action,template,submitted_in_sitemap_now,canonical_target_becomes,hold_reason
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/hillsborough-county/hillsborough-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/hillsborough-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/humboldt-county/humboldt-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/humboldt-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/imperial-county/imperial-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/imperial-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
HOLD,county-detail,https://www.liquorlicenseagents.com/counties/inyo-county/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/inyo-county-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/kern-county/kern-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/kern-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/kern-county/kern-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/kern-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/kern-county/kern-county-type-21/,https://www.liquorlicenseagents.com/counties/kern-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/kern-county/kern-county-type-41/,https://www.liquorlicenseagents.com/counties/kern-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/kern-county/kern-county-type-47/,https://www.liquorlicenseagents.com/counties/kern-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/kern-county/kern-county-type-48/,https://www.liquorlicenseagents.com/counties/kern-county-type-48/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/kings-county/kings-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/kings-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lake-county/lake-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/lake-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lassen-county/lassen-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/lassen-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lee-county/lee-county-1cop/,https://www.liquorlicenseagents.com/counties/lee-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lee-county/lee-county-2cop/,https://www.liquorlicenseagents.com/counties/lee-county-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lee-county/lee-county-3ps/,https://www.liquorlicenseagents.com/counties/lee-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lee-county/lee-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/lee-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lee-county/lee-county-4cop/,https://www.liquorlicenseagents.com/counties/lee-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lee-county/lee-county-6cop/,https://www.liquorlicenseagents.com/counties/lee-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/lee-county/lee-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/lee-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/los-angeles-county/los-angeles-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/los-angeles-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/los-angeles-county/los-angeles-county-type-20/,https://www.liquorlicenseagents.com/counties/los-angeles-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/los-angeles-county/los-angeles-county-type-21/,https://www.liquorlicenseagents.com/counties/los-angeles-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/los-angeles-county/los-angeles-county-type-41/,https://www.liquorlicenseagents.com/counties/los-angeles-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/los-angeles-county/los-angeles-county-type-47/,https://www.liquorlicenseagents.com/counties/los-angeles-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/los-angeles-county/los-angeles-county-type-48/,https://www.liquorlicenseagents.com/counties/los-angeles-county-type-48/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/los-angeles-county/san-francisco-county-type-47/,https://www.liquorlicenseagents.com/counties/san-francisco-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/madera-county/madera-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/madera-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/maricopa-county/maricopa-county-liquor-ilcenses/,https://www.liquorlicenseagents.com/counties/maricopa-county-liquor-ilcenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/maricopa-county/maricopa-county-series-10/,https://www.liquorlicenseagents.com/counties/maricopa-county-series-10/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/maricopa-county/maricopa-county-series-11/,https://www.liquorlicenseagents.com/counties/maricopa-county-series-11/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/maricopa-county/maricopa-county-series-12/,https://www.liquorlicenseagents.com/counties/maricopa-county-series-12/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/maricopa-county/maricopa-county-series-14/,https://www.liquorlicenseagents.com/counties/maricopa-county-series-14/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/maricopa-county/maricopa-county-series-6/,https://www.liquorlicenseagents.com/counties/maricopa-county-series-6/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/maricopa-county/maricopa-county-series-7/,https://www.liquorlicenseagents.com/counties/maricopa-county-series-7/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/maricopa-county/maricopa-county-series-9/,https://www.liquorlicenseagents.com/counties/maricopa-county-series-9/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/marin-county/marin-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/marin-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mendocino-county/mendocino-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/mendocino-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/merced-county/merced-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/merced-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/miami-dade-county/miami-dade-county-1cop/,https://www.liquorlicenseagents.com/counties/miami-dade-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/miami-dade-county/miami-dade-county-2cop/,https://www.liquorlicenseagents.com/counties/miami-dade-county-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/miami-dade-county/miami-dade-county-3ps/,https://www.liquorlicenseagents.com/counties/miami-dade-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/miami-dade-county/miami-dade-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/miami-dade-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/miami-dade-county/miami-dade-county-4cop/,https://www.liquorlicenseagents.com/counties/miami-dade-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/miami-dade-county/miami-dade-county-6cop/,https://www.liquorlicenseagents.com/counties/miami-dade-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/miami-dade-county/miami-dade-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/miami-dade-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/modoc-county/modoc-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/modoc-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/mohave-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-series-10/,https://www.liquorlicenseagents.com/counties/mohave-county-series-10/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-series-11/,https://www.liquorlicenseagents.com/counties/mohave-county-series-11/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-series-12/,https://www.liquorlicenseagents.com/counties/mohave-county-series-12/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-series-14/,https://www.liquorlicenseagents.com/counties/mohave-county-series-14/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-series-6/,https://www.liquorlicenseagents.com/counties/mohave-county-series-6/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-series-7/,https://www.liquorlicenseagents.com/counties/mohave-county-series-7/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-series-9-1/,https://www.liquorlicenseagents.com/counties/mohave-county-series-9-1/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mohave-county/mohave-county-series-9/,https://www.liquorlicenseagents.com/counties/mohave-county-series-9/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/mono-county/mono-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/mono-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/monterey-county/monterey-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/monterey-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/napa-county/napa-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/napa-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/navajo-county/navajo-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/navajo-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/navajo-county/navajo-county-series-10/,https://www.liquorlicenseagents.com/counties/navajo-county-series-10/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/navajo-county/navajo-county-series-11/,https://www.liquorlicenseagents.com/counties/navajo-county-series-11/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/navajo-county/navajo-county-series-12/,https://www.liquorlicenseagents.com/counties/navajo-county-series-12/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/navajo-county/navajo-county-series-14/,https://www.liquorlicenseagents.com/counties/navajo-county-series-14/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/navajo-county/navajo-county-series-6/,https://www.liquorlicenseagents.com/counties/navajo-county-series-6/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/navajo-county/navajo-county-series-7/,https://www.liquorlicenseagents.com/counties/navajo-county-series-7/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/navajo-county/navajo-county-series-9/,https://www.liquorlicenseagents.com/counties/navajo-county-series-9/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/nevada-county/nevada-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/nevada-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-1cop/,https://www.liquorlicenseagents.com/counties/orange-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-2cop/,https://www.liquorlicenseagents.com/counties/orange-county-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-3ps/,https://www.liquorlicenseagents.com/counties/orange-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/orange-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-4cop/,https://www.liquorlicenseagents.com/counties/orange-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-6cop/,https://www.liquorlicenseagents.com/counties/orange-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-liquor-licenses-1/,https://www.liquorlicenseagents.com/counties/orange-county-liquor-licenses-1/,""
HOLD,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/,https://www.liquorlicenseagents.com/counties/orange-county-liquor-licenses-for-restaurants-bars-and-nightlife-venues/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/orange-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-20-license/,https://www.liquorlicenseagents.com/counties/orange-county-type-20-license/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-20/,https://www.liquorlicenseagents.com/counties/orange-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-21-license/,https://www.liquorlicenseagents.com/counties/orange-county-type-21-license/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-21/,https://www.liquorlicenseagents.com/counties/orange-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-41-license/,https://www.liquorlicenseagents.com/counties/orange-county-type-41-license/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-41/,https://www.liquorlicenseagents.com/counties/orange-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-47-license/,https://www.liquorlicenseagents.com/counties/orange-county-type-47-license/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-47/,https://www.liquorlicenseagents.com/counties/orange-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-48-license/,https://www.liquorlicenseagents.com/counties/orange-county-type-48-license/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/orange-county/orange-county-type-48/,https://www.liquorlicenseagents.com/counties/orange-county-type-48/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/palm-beach-county/palm-beach-county-1cop/,https://www.liquorlicenseagents.com/counties/palm-beach-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/palm-beach-county/palm-beach-county-2cop/,https://www.liquorlicenseagents.com/counties/palm-beach-county-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/palm-beach-county/palm-beach-county-3ps/,https://www.liquorlicenseagents.com/counties/palm-beach-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/palm-beach-county/palm-beach-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/palm-beach-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/palm-beach-county/palm-beach-county-4cop/,https://www.liquorlicenseagents.com/counties/palm-beach-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/palm-beach-county/palm-beach-county-6cop/,https://www.liquorlicenseagents.com/counties/palm-beach-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/palm-beach-county/palm-beach-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/palm-beach-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pima-county/pima-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/pima-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pima-county/pima-county-series-10/,https://www.liquorlicenseagents.com/counties/pima-county-series-10/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pima-county/pima-county-series-11/,https://www.liquorlicenseagents.com/counties/pima-county-series-11/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pima-county/pima-county-series-12/,https://www.liquorlicenseagents.com/counties/pima-county-series-12/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pima-county/pima-county-series-14/,https://www.liquorlicenseagents.com/counties/pima-county-series-14/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pima-county/pima-county-series-6/,https://www.liquorlicenseagents.com/counties/pima-county-series-6/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pima-county/pima-county-series-7/,https://www.liquorlicenseagents.com/counties/pima-county-series-7/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pima-county/pima-county-series-9/,https://www.liquorlicenseagents.com/counties/pima-county-series-9/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinal-county/pinal-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/pinal-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinal-county/pinal-county-series-10/,https://www.liquorlicenseagents.com/counties/pinal-county-series-10/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinal-county/pinal-county-series-11/,https://www.liquorlicenseagents.com/counties/pinal-county-series-11/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinal-county/pinal-county-series-12/,https://www.liquorlicenseagents.com/counties/pinal-county-series-12/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinal-county/pinal-county-series-14/,https://www.liquorlicenseagents.com/counties/pinal-county-series-14/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinal-county/pinal-county-series-6/,https://www.liquorlicenseagents.com/counties/pinal-county-series-6/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinal-county/pinal-county-series-7/,https://www.liquorlicenseagents.com/counties/pinal-county-series-7/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinal-county/pinal-county-series-9/,https://www.liquorlicenseagents.com/counties/pinal-county-series-9/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinellas-county/liquor-license-agents-supports-2cop/,https://www.liquorlicenseagents.com/counties/liquor-license-agents-supports-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinellas-county/pinellas-county-1cop/,https://www.liquorlicenseagents.com/counties/pinellas-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinellas-county/pinellas-county-3ps/,https://www.liquorlicenseagents.com/counties/pinellas-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinellas-county/pinellas-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/pinellas-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinellas-county/pinellas-county-4cop/,https://www.liquorlicenseagents.com/counties/pinellas-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinellas-county/pinellas-county-6cop/,https://www.liquorlicenseagents.com/counties/pinellas-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/pinellas-county/pinellas-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/pinellas-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/polk-county/polk-county-1cop/,https://www.liquorlicenseagents.com/counties/polk-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/polk-county/polk-county-2cop/,https://www.liquorlicenseagents.com/counties/polk-county-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/polk-county/polk-county-3ps/,https://www.liquorlicenseagents.com/counties/polk-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/polk-county/polk-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/polk-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/polk-county/polk-county-4cop/,https://www.liquorlicenseagents.com/counties/polk-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/polk-county/polk-county-6cop/,https://www.liquorlicenseagents.com/counties/polk-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/polk-county/polk-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/polk-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/riverside-county/riverside-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/riverside-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/riverside-county/riverside-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/riverside-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/riverside-county/riverside-county-type-20/,https://www.liquorlicenseagents.com/counties/riverside-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/riverside-county/riverside-county-type-21/,https://www.liquorlicenseagents.com/counties/riverside-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/riverside-county/riverside-county-type-41/,https://www.liquorlicenseagents.com/counties/riverside-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/riverside-county/riverside-county-type-47/,https://www.liquorlicenseagents.com/counties/riverside-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/riverside-county/riverside-county-type-48/,https://www.liquorlicenseagents.com/counties/riverside-county-type-48/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/sacramento-county/sacramento-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/sacramento-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/sacramento-county/sacramento-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/sacramento-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/sacramento-county/sacramento-county-type-20/,https://www.liquorlicenseagents.com/counties/sacramento-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/sacramento-county/sacramento-county-type-21/,https://www.liquorlicenseagents.com/counties/sacramento-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/sacramento-county/sacramento-county-type-41/,https://www.liquorlicenseagents.com/counties/sacramento-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/sacramento-county/sacramento-county-type-47/,https://www.liquorlicenseagents.com/counties/sacramento-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/sacramento-county/sacramento-county-type-48/,https://www.liquorlicenseagents.com/counties/sacramento-county-type-48/,""
HOLD,county-detail,https://www.liquorlicenseagents.com/counties/san-benito-county/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/san-benito-county-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-bernardino-county/san-bernardino-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/san-bernardino-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-bernardino-county/san-bernardino-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/san-bernardino-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-bernardino-county/san-bernardino-county-type-20/,https://www.liquorlicenseagents.com/counties/san-bernardino-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-bernardino-county/san-bernardino-county-type-21/,https://www.liquorlicenseagents.com/counties/san-bernardino-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-bernardino-county/san-bernardino-county-type-41/,https://www.liquorlicenseagents.com/counties/san-bernardino-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-bernardino-county/san-bernardino-county-type-47/,https://www.liquorlicenseagents.com/counties/san-bernardino-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-bernardino-county/san-bernardino-county-type-48/,https://www.liquorlicenseagents.com/counties/san-bernardino-county-type-48/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-diego-county/san-diego-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/san-diego-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-diego-county/san-diego-county-type-20/,https://www.liquorlicenseagents.com/counties/san-diego-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-diego-county/san-diego-county-type-21/,https://www.liquorlicenseagents.com/counties/san-diego-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-diego-county/san-diego-county-type-41/,https://www.liquorlicenseagents.com/counties/san-diego-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-diego-county/san-diego-county-type-47/,https://www.liquorlicenseagents.com/counties/san-diego-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-diego-county/san-diego-county-type-48/,https://www.liquorlicenseagents.com/counties/san-diego-county-type-48/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-francisco-county/san-francisco-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/san-francisco-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-francisco-county/san-francisco-county-type-20/,https://www.liquorlicenseagents.com/counties/san-francisco-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-francisco-county/san-francisco-county-type-21/,https://www.liquorlicenseagents.com/counties/san-francisco-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-francisco-county/san-francisco-county-type-41/,https://www.liquorlicenseagents.com/counties/san-francisco-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-francisco-county/san-francisco-county-type-48/,https://www.liquorlicenseagents.com/counties/san-francisco-county-type-48/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-joaquin-county/san-joaquin-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/san-joaquin-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/san-joaquin-county/san-joaquin-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/san-joaquin-county-liquor-licenses/,""
